Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
22523,Text,5/9/2007,"The History of the American Expedition Fighting the Bolsheviki
Campaigning in North Russia 1918-1919",en,"Moore, Joel R. (Joel Roscoe), 1879-; Jahns, Lewis E.; Mead, Harry H.","World War, 1914-1918 -- United States; Soldiers -- United States -- Biography; World War, 1914-1918 -- Russia (Federation) -- Arkhangelʹsk; Soviet Union -- History -- Allied intervention, 1918-1920; Soviet Union -- History -- Revolution, 1917-1921 -- Personal narratives, American; Soviet Union -- History -- Revolution, 1917-1921 -- Participation, American",D501,World War I
22524,Text,6/9/2007,The Hunters,en,"Samachson, Joseph, 1906-1980; Van Dongen, H. R., 1920-2010 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
22526,Text,6/9/2007,Cubs of the Wolf,en,"Jones, Raymond F., 1915-1994",Science fiction,PS,Science Fiction
22527,Text,6/9/2007,Beyond the Vanishing Point,en,"Cummings, Ray, 1887-1957",Science fiction,PS,Science Fiction
22529,Text,6/9/2007,"The Twelve Labours of Hercules, Son of Jupiter & Alcmena",en,Anonymous,Stories in rhyme; Hercules (Roman mythology) -- Poetry,PZ,Children's Picture Books
22531,Text,7/9/2007,Amores: Poems,en,"Lawrence, D. H. (David Herbert), 1885-1930",Poetry,PR,Poetry
22532,Text,7/9/2007,Mary Louise and Josie O'Gorman,en,"Sampson, Emma Speed, 1868-1947",Fiction,PZ,Children's Book Series
22537,Text,7/9/2007,Mr. Dooley in Peace and in War,en,"Dunne, Finley Peter, 1867-1936","Humorous stories, American; Irish Americans -- Fiction; Dooley, Mr. (Fictitious character) -- Fiction",PN,"Humor; Bestsellers, American, 1895-1923"
22538,Text,8/9/2007,The Devil's Asteroid,en,"Wellman, Manly Wade, 1903-1986",Science fiction,PS,Science Fiction
22540,Text,8/9/2007,The K-Factor,en,"Harrison, Harry, 1925-2012",Science fiction,PS,Science Fiction
22541,Text,8/9/2007,The Misplaced Battleship,en,"Harrison, Harry, 1925-2012; Schoenherr, John, 1935-2010 [Illustrator]","Science fiction; Criminals -- Fiction; Police -- Fiction; Space ships -- Fiction; DiGriz, James Bolivar (Fictitious character) -- Fiction",PS,Science Fiction
22542,Text,8/9/2007,"Jesus the Christ
A Study of the Messiah and His Mission According to Holy
Scriptures Both Ancient and Modern",en,"Talmage, James E. (James Edward), 1862-1933",Jesus Christ -- Biography; Jesus Christ -- Mormon interpretations; Christian biography -- Palestine,BX,Christianity; Latter Day Saints
22544,Text,8/9/2007,A World is Born,en,"Brackett, Leigh, 1915-1978",Science fiction,PS,Science Fiction; Science Fiction by Women
22545,Text,9/9/2007,Warning from the Stars,en,"Cocking, Ron; Summers, Leo, 1925-1985 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
22546,Text,9/9/2007,The Reign of Mary Tudor,en,"Froude, James Anthony, 1818-1894; Rhys, Ernest, 1859-1946 [Editor]","Mary I, Queen of England, 1516-1558; Great Britain -- History -- Mary I, 1553-1558",DA,United Kingdom
22547,Text,9/9/2007,"The Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yacht",en,"Stratemeyer, Edward, 1862-1930",Yachts -- Juvenile fiction; Treasure troves -- Juvenile fiction; Brothers -- Juvenile fiction,PZ,Children's Book Series
22549,Text,9/9/2007,Space Prison,en,"Godwin, Tom, 1915-1980",Science fiction,PS,Science Fiction
22553,Text,9/9/2007,"Memoirs of the Court of George IV. 1820-1830 (Vol 1)
From the Original Family Documents",en,"Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of, 1797-1861","Great Britain -- History -- George IV, 1820-1830",DA,United Kingdom
22557,Text,10/9/2007,Canada,en,"Bourinot, John George, 1837-1902; Ingram, William H., 1877- [Editor]",Canada -- History,F1001,Canada
22559,Text,10/9/2007,The Day of the Boomer Dukes,en,"Pohl, Frederik, 1919-2013; Emshwiller, Ed, 1925-1990 [Illustrator]",Science fiction; Time travel -- Fiction,PS,Science Fiction
22560,Text,10/9/2007,The Worshippers,en,"Knight, Damon, 1922-2002; Emshwiller, Ed, 1925-1990 [Illustrator]",Science fiction,PS,Science Fiction
22561,Text,10/9/2007,Tame Animals,en,Anonymous,Domestic animals -- Juvenile literature,SF,Children's Picture Books
22563,Text,10/9/2007,"Punch, or the London Charivari, Vol. 146, January 28, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22564,Text,10/9/2007,"Great Artists, Vol 1.: Raphael, Rubens, Murillo, and Durer",en,"Keysor, Jennie Ellis, 1860-",Artists,N,Art
22565,Text,10/9/2007,"From Farm to Fortune; or, Nat Nason's Strange Experience",en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Fiction; City and town life -- Fiction; Conduct of life -- Fiction; New York (N.Y.) -- History -- 19th century -- Fiction,PZ,Children's Fiction
22566,Text,10/9/2007,Dorothy and the Wizard in Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919; Neill, John R. (John Rea), 1877-1943 [Illustrator]","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Dragons -- Juvenile fiction; Cousins -- Juvenile fiction; Mountains -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Ranches -- Juvenile fiction; Earthquakes -- Juvenile fiction; Kittens -- Juvenile fiction; Nephews -- Juvenile fiction; Trials -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction; Piglets -- Juvenile fiction",PZ,Children's Literature; Fantasy
22567,Text,10/9/2007,"History of the United States, Volume 2",en,"Andrews, Elisha Benjamin, 1844-1917",United States -- History,E151,United States
22568,Text,10/9/2007,Blue Aloes: Stories of South Africa,en,"Stockley, Cynthia, 1883-1936",South Africa -- Social life and customs -- Fiction,PR,Africa
22571,Text,11/9/2007,Frank Merriwell's Bravery,en,"Standish, Burt L., 1866-1945",Western stories; Adventure and adventurers -- Juvenile fiction,PZ,Children's Book Series
22573,Text,11/9/2007,"Punch, or the London Charivari, Vol. 146, February 11, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22574,Text,11/9/2007,The Best Portraits in Engraving,en,"Sumner, Charles, 1811-1874",Portraits; Engraving,NE,Art
22576,Text,11/9/2007,"Punch, or the London Charivari, Vol. 146, February 18, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22579,Text,11/9/2007,Bread Overhead,en,"Leiber, Fritz, 1910-1992; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Short stories; Business -- Fiction,PS,Science Fiction
22581,Text,12/9/2007,"The Child-Voice in Singing
Treated from a physiological and a practical standpoint and especially adapted to schools and boy choirs",en,"Howard, Francis E. (Francis Edward), 1858-",Singing; Choral singing -- Juvenile; Voice culture,MT,Music
22584,Text,12/9/2007,"Four Years in Rebel Capitals
An Inside View of Life in the Southern Confederacy from Birth to Death",en,"De Leon, T. C. (Thomas Cooper), 1839-1914","United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate; Confederate States of America; Southern States -- Description and travel",E456,US Civil War
22585,Text,12/9/2007,—And Devious the Line of Duty,en,"Godwin, Tom, 1915-1980; Schelling, George, 1938- [Illustrator]",Science fiction,PS,Science Fiction
22586,Text,12/9/2007,History of the Second Massachusetts Regiment of Infantry: Beverly Ford.,en,"Oakey, Daniel","United States. Army. Massachusetts Infantry Regiment, 2nd (1861-1864); United States -- History -- Civil War, 1861-1865 -- Regimental histories -- Massachusetts",E456,US Civil War
22587,Text,12/9/2007,Northern Nut Growers Association Thirty-Fourth Annual Report 1943,en,Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,SB,Northern Nut Growers Association
22589,Text,12/9/2007,"Jubilation, U.S.A.",en,"Vandenburg, G. L.",Science fiction; Short stories,PS,Science Fiction
22590,Text,12/9/2007,Wind,en,"Fontenay, Charles L., 1917-2007",Science fiction; Short stories; Space colonies -- Fiction; Venus (Planet) -- Fiction,PS,Science Fiction
22591,Text,12/9/2007,"A Political History of the State of New York, Volumes 1-3",en,"Alexander, De Alva Stanwood, 1845-1925",New York (State) -- Politics and government,F106,United States
22594,Text,13/9/2007,Colonial Records of Virginia,en,Various,"Virginia -- History -- Colonial period, ca. 1600-1775 -- Sources",F206,United States
22596,Text,14/9/2007,Measure for a Loner,en,"Harmon, Jim, 1933-2010",Science fiction; Short stories,PS,Science Fiction
22597,Text,14/9/2007,Question of Comfort,en,"Cole, Les, 1926-2019",Science fiction; Short stories,PS,Science Fiction
22599,Text,14/9/2007,The Hindu-Arabic Numerals,en,"Smith, David Eugene, 1860-1944; Karpinski, Louis Charles, 1878-1956",Numerals,QA,Mathematics
22600,Text,14/9/2007,How to Write Clearly: Rules and Exercises on English Composition,en,"Abbott, Edwin Abbott, 1838-1926",English language -- Composition and exercises,PE,Children's Instructional Books
22601,Text,14/9/2007,"Hiawatha and the Iroquois Confederation
A Study in Anthropology. A Paper Read at the Cincinnati Meeting of the American Association for the Advancement of Science, in August, 1881, under the Title of ""A Lawgiver of the Stone Age.""",en,"Hale, Horatio, 1817-1896","Iroquois Indians; Hiawatha, active 15th century",E011,Anthropology; Native America
22602,Text,14/9/2007,"Punch, or the London Charivari, Vol. 150, January 5, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22604,Text,15/9/2007,Children and Their Books,en,"Penniman, James Hosmer, 1860-1931",Children's literature; Education,Z,Children's Literature
22605,Text,15/9/2007,"Book-Lovers, Bibliomaniacs and Book Clubs",en,"Harper, Henry Howard, 1871-1953",Book collecting; Bibliomania; Book clubs (Bookselling),Z,Bibliomania
22606,Text,15/9/2007,The Booklover and His Books,en,"Koopman, Harry Lyman, 1860-1937",Books,Z,Bibliomania
22607,Text,15/9/2007,"The Book-Hunter in London
Historical and Other Studies of Collectors and Collecting",en,"Roberts, W. (William), 1862-1940",Book collecting; Bibliomania; Booksellers and bookselling -- England -- London,Z,Bibliomania
22608,Text,15/9/2007,"A Book for All Readers
An Aid to the Collection, Use, and Preservation of Books and the Formation of Public and Private Libraries",en,"Spofford, Ainsworth Rand, 1825-1908",Books; Library science,Z,Bibliomania
22610,Text,15/9/2007,"Punch, or the London Charivari, Vol. 150, January 19, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22612,Text,15/9/2007,"Punch, or the London Charivari, Vol. 150, January 26, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22617,Text,16/9/2007,"Chambers's Edinburgh Journal, No. 454
Volume 18, New Series, September 11, 1852",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,AP,Chambers's Edinburgh Journal
22620,Text,16/9/2007,"Researches on Cellulose, 1895-1900",en,"Cross, C. F. (Charles Frederick), 1855-1935; Bevan, E. J. (Edward John), 1856-1921",Cellulose,QD,Chemistry
22621,Text,16/9/2007,"The New England Magazine, Volume 1, No. 1, January 1886
Bay State Monthly, Volume 4, No. 1, January, 1886",en,Various,New England -- Periodicals,AP,The Bay State Monthly
22623,Text,16/9/2007,Divinity,en,"Samachson, Joseph, 1906-1980; Freas, Kelly, 1922-2005 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
22624,Text,16/9/2007,"Notes and Queries, Number 52, October 26, 1850
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries
22625,Text,16/9/2007,"Notes and Queries, Number 67, February 8, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries
22627,Text,16/9/2007,"German Science Reader
An Introduction to Scientific German, for Students of Physics, Chemistry and Engineering",de; en,"Kroeh, Charles Frederick, 1846-1928",German language -- Readers -- Science,PD; Q,Language Education
22629,Text,16/9/2007,The Vortex Blaster,en,"Smith, E. E. (Edward Elmer), 1890-1965; Forte, John R. (John Robert), 1918-1966 [Illustrator]",Science fiction,PS,Science Fiction
22631,Text,16/9/2007,An Account of Timbuctoo and Housa Territories in the Interior of Africa,en,"Shabeeny, Abd Salam, active 1820; Jackson, James Grey [Commentator]",Morocco -- Description and travel; Sudan (Region) -- Description and travel; Tombouctou (Mali) -- Description and travel,DT,Africa
22636,Text,16/9/2007,"A Middle High German Primer
Third Edition",en,"Wright, Joseph, 1855-1930","German language -- Middle High German, 1050-1500 -- Readers; German language -- Middle High German, 1050-1500 -- Grammar",PF,Language Education
22639,Text,16/9/2007,"Notes and Queries, Number 68, February 15, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries
22644,Text,17/9/2007,"The Boy Scout Treasure Hunters; Or, The Lost Treasure of Buffalo Hollow",en,"Lerrigo, Charles Henry, 1872-1955; Wrenn, Charles L. (Charles Lewis), 1880-1952 [Illustrator]",Boy Scouts -- Juvenile fiction,PZ,Children's Book Series
22645,Text,17/9/2007,"Punch, or the London Charivari, Vol. 104, March 18, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,AP,Punch
22652,Text,17/9/2007,A Campfire Girl's Test of Friendship,en,"Stewart, Jane L.",Camp Fire Girls -- Juvenile fiction,PZ,Children's Book Series
22653,Text,17/9/2007,"Punch, or the London Charivari, Vol. 158, 1920-04-28",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22656,Text,17/9/2007,"Red Cap Tales, Stolen from the Treasure Chest of the Wizard of the North",en,"Crockett, S. R. (Samuel Rutherford), 1860-1914; Scott, Walter, 1771-1832","Scott, Walter, 1771-1832 -- Adaptations",PZ,"Children's Myths, Fairy Tales, etc."
22657,Text,18/9/2007,"Steam, Its Generation and Use",en,Babcock & Wilcox Company,"Steam-boilers, Water-tube",TJ,Technology
22665,Text,18/9/2007,"Christian Gellert's Last Christmas
From ""German Tales"" Published by the American Publishers' Corporation",en,"Auerbach, Berthold, 1812-1882","Christmas stories; Gellert, Christian Fürchtegott, 1715-1769",PT,Christmas
22669,Text,18/9/2007,"The Young Miner; Or, Tom Nelson in California",en,"Alger, Horatio, Jr., 1832-1899",Conduct of life -- Fiction; Miners -- Fiction; California -- Gold discoveries -- Fiction; California -- History -- 19th century -- Fiction; California -- Gold discoveries -- Juvenile fiction; California -- History -- 19th century -- Juvenile fiction,PZ,Children's Fiction
22671,Text,19/9/2007,"Punch, or the London Charivari, Vol. 104, April 8, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,AP,Punch
22672,Text,19/9/2007,"Punch, or the London Charivari, Vol. 150, January 12, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22674,Text,19/9/2007,"Boy Scouts on Hudson Bay; Or, The Disappearing Fleet",en,"Ralphson, G. Harvey (George Harvey), 1879-1940",Canada -- Juvenile fiction; Boy Scouts of America -- Juvenile fiction; Hudson  Bay -- Juvenile fiction,PZ,Children's Book Series
22675,Text,19/9/2007,Home Life in Colonial Days,en,"Earle, Alice Morse, 1851-1911",United States -- Social life and customs -- To 1775,E151,United States
22676,Text,19/9/2007,"History of the United States, Volume 4",en,"Andrews, Elisha Benjamin, 1844-1917",United States -- History,E151,United States
22677,Text,19/9/2007,"Greece and the Allies, 1914-1922",en,"Abbott, G. F. (George Frederick), 1874-1947","World War, 1914-1918 -- Greece; Greece -- Foreign relations; Greece -- Politics and government -- 1913-1917",DF,Greece; World War I
22687,Text,20/9/2007,"Punch, or the London Charivari, Vol. 150, March 1, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22688,Text,20/9/2007,"Punch, or the London Charivari, Vol. 150, March 29, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22689,Text,20/9/2007,"The Confessions of a Caricaturist, Vol. 2",en,"Furniss, Harry, 1854-1925","Furniss, Harry, 1854-1925; Cartoonists -- Great Britain -- Biography",NC,Humor
22690,Text,20/9/2007,"Rembrandt and His Works
Comprising a Short Account of His Life; with a Critical Examination into His Principles and Practice of Design, Light, Shade, and Colour. Illustrated by Examples from the Etchings of Rembrandt.",en,"Burnet, John, 1784-1868","Rembrandt Harmenszoon van Rijn, 1606-1669; Etching -- Catalogs",ND,Art
22691,Text,20/9/2007,"Punch, or the London Charivari, Vol. 104, March 11, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,AP,Punch
22693,Text,21/9/2007,A Book of Myths,en,"Lang, Jean, 1867-1932; Stratton, Helen [Illustrator]","Mythology; Mythology, Greek -- Juvenile literature",PZ,"Folklore; Children's Myths, Fairy Tales, etc."
22694,Text,21/9/2007,"The International Magazine, Volume 2, No. 2, January, 1851",en,Various,"Literature, Modern -- 19th century -- Periodicals; Art, Modern -- 19th century -- Periodicals; Science -- History -- Periodicals",AP,"The International Magazine of Literature, Art, and Science"
22696,Text,21/9/2007,Colonel Crockett's Co-operative Christmas,en,"Hughes, Rupert, 1872-1956",Christmas stories; Epistolary fiction,PS,Christmas
22697,Text,21/9/2007,"Punch, or the London Charivari, Vol. 150, February 23, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22698,Text,21/9/2007,"Punch, or the London Charivari, Vol. 104, April 1, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,AP,Punch
22700,Text,21/9/2007,Brittany & Its Byways,en,"Palliser, Bury, Mrs., 1805-1878",Brittany (France) -- Description and travel,DC,France
22701,Text,21/9/2007,"The Blindman's World
1898",en,"Bellamy, Edward, 1850-1898",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,Science Fiction
22702,Text,21/9/2007,"An Echo Of Antietam
1898",en,"Bellamy, Edward, 1850-1898",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,US Civil War
22716,Text,22/9/2007,The Book-Hunter at Home,en,"Allan, P. B. M. (Philip Bertram Murray), 1884-1973",Book collecting,Z,Bibliomania
22718,Text,22/9/2007,"Cathedrals and Cloisters of the South of France, Volume 1",en,"Rose, Elise Whitlock; Frances, Vida Hunt [Illustrator]",France -- Description and travel; Cathedrals -- France,DC,Architecture; France
22721,Text,22/9/2007,"Northern Nut Growers Association Report of the Proceedings at the Thirty-Eighth Annual Meeting
Guelph, Ontario, September 3, 4, 5, 1947",en,Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,SB,Northern Nut Growers Association
22724,Text,22/9/2007,"Punch, or the London Charivari, Vol. 104, March 25, 1893",en,Various,English wit and humor -- Periodicals,AP,Punch
22725,Text,22/9/2007,"Punch, or the London Charivari, Vol. 158,  1920-03-31",en,Various,English wit and humor -- Periodicals,AP,Punch
22727,Text,22/9/2007,The Land of the Long Night,en,"Du Chaillu, Paul B. (Paul Belloni), 1835-1903",Lapland -- Description and travel -- Juvenile literature,DL,Children's Instructional Books
22728,Text,22/9/2007,"The Foundations of the Origin of Species
Two Essays written in 1842 and 1844",en,"Darwin, Charles, 1809-1882; Darwin, Francis, Sir, 1848-1925 [Editor]",Evolution (Biology); Natural selection,QH,Biology
22731,Text,23/9/2007,"Tin-Types Taken in the Streets of New York
A Series of Stories and Sketches Portraying Many Singular
Phases of Metropolitan Life",en,"Quigg, Lemuel Ely, 1863-1919; Beard, Harry [Illustrator]",New York (N.Y.) -- Social life and customs -- Fiction,PS,United States
22743,Text,23/9/2007,"Ruth Fielding and the Gypsies; Or, The Missing Pearl Necklace",en,"Emerson, Alice B.","Adventure and adventurers -- Juvenile fiction; Rescues -- Juvenile fiction; Fielding, Ruth (Fictitious character) -- Juvenile fiction; Hostages -- Juvenile fiction; Romanies -- Juvenile fiction",PZ,Children's Book Series
22748,Text,23/9/2007,Explanation of Terms Used in Entomology,en,"Smith, John Bernhard, 1858-1912",Insects -- Nomenclature,QL,Animals-Wild-Insects; Biology
22749,Text,24/9/2007,From Edinburgh to India & Burmah,en,"Burn Murdoch, W. G. (William Gordon), 1862-1939",India -- Description and travel; Burma -- Description and travel,DS,Travel
22752,Text,24/9/2007,The Pirate of Panama: A Tale of the Fight for Buried Treasure,en,"Raine, William MacLeod, 1871-1954",Pirates -- Fiction; Treasure troves -- Fiction; Panama -- Fiction,PS,"Pirates, Buccaneers, Corsairs, etc."
22754,Text,24/9/2007,Masters of Space,en,"Smith, E. E. (Edward Elmer), 1890-1965; Evans, E. Everett (Edward Everett), 1893-1958; Berry, Phil [Illustrator]",Science fiction,PS,Science Fiction
22755,Text,24/9/2007,"The Adventures of the Little Woman, Her Dog and the Pedlar",en,Anonymous,Nursery rhymes,PZ,Children's Picture Books
22758,Text,24/9/2007,"The New England Magazine, Volume 1, No. 2, February, 1886.
The Bay State Monthly,  Volume 4, No. 2, February, 1886.",en,Various,New England -- Periodicals,AP,The Bay State Monthly
22763,Text,25/9/2007,Suite Mentale,en,"Garrett, Randall, 1927-1987; Emshwiller, Ed, 1925-1990 [Illustrator]",Science fiction; Short stories; Telepathy -- Fiction,PS,Science Fiction
22764,Text,25/9/2007,"On the Origin of Species by Means of Natural Selection
or the Preservation of Favoured Races in the Struggle for Life. (2nd edition)",en,"Darwin, Charles, 1809-1882",Evolution (Biology); Natural selection,QH,Best Books Ever Listings; Biology; Banned Books from Anne Haight's list
22765,Text,25/9/2007,Lynton and Lynmouth: A Pageant of Cliff & Moorland,en,"Presland, John, 1885-1975; Widgery, F. J. (Frederick John), 1861-1942 [Illustrator]",Lynmouth (England) -- Guidebooks; Lynton (England) -- Guidebooks,DA,United Kingdom
22766,Text,25/9/2007,Electricity for Boys,en,"Zerbe, James Slough, 1850-",Electric apparatus and appliances; Electrical engineering -- Juvenile literature,TK,Technology; Children's Instructional Books
22767,Text,26/9/2007,Pagan Passions,en,"Garrett, Randall, 1927-1987; Janifer, Laurence M., 1933-2002; Stanley, Robert, 1918-1996 [Illustrator]",Science fiction,PS,Science Fiction
22770,Text,26/9/2007,"The Continental Monthly, Vol. 5, No. 5, May, 1864
Devoted To Literature And National Policy",en,Various,"Literature, Modern -- 19th century -- Periodicals; United States -- Politics and government -- 19th century -- Periodicals",AP,Continental Monthly
22771,Text,26/9/2007,"Cattle and Their Diseases
Embracing Their History and Breeds, Crossing and Breeding, and Feeding and Management; with the Diseases to Which They Are Subject, and the Remedies Best Adapted to Their Cure",en,"Jennings, Robert, 1824-1893",Cattle -- Diseases,SF,Zoology
22775,Text,27/9/2007,Psychotherapy,en,"Münsterberg, Hugo, 1863-1916",Mind and body; Mental healing,RZ,Psychology
22776,Text,27/9/2007,From a Terrace in Prague,en,"Baker, B. Granville (Bernard Granville), 1870-1957",Bohemia (Czech Republic) -- History; Prague (Czech Republic) -- Description and travel,DB,Czech
22777,Text,27/9/2007,"History of the United States, Volume 5",en,"Andrews, Elisha Benjamin, 1844-1917",United States -- History,E151,United States
22778,Text,27/9/2007,"The Remarkable Adventures of an Old Woman and Her Pig
An Ancient Tale in a Modern Dress",en,Anonymous,Nursery rhymes,PZ,Children's Picture Books
22783,Text,27/9/2007,"The New England Magazine Volume 1, No. 3, March, 1886
Bay State Monthly Volume 4, No. 3, March, 1886",en,Various,New England -- Periodicals,AP,The Bay State Monthly
22784,Text,27/9/2007,On Laboratory Arts,en,"Threlfall, Richard",Lampwork; Glass blowing and working; Mirrors; Electroplating; Glass grinding and polishing; Glass coatings; Chemical apparatus,TP,Chemistry
22790,Text,28/9/2007,"The accomplisht cook
or, The art & mystery of cookery",en,"May, Robert, 1588-","Cooking, English -- Early works to 1800",TX,Cookbooks and Cooking
22793,Text,28/9/2007,"The Standard Oratorios: Their Stories, Their Music, And Their Composers",en,"Upton, George P. (George Putnam), 1834-1919",Oratorio,MT,Music; Christianity
22795,Text,28/9/2007,The Ontario High School Reader,en,"Marty, Aletta E.",Recitations; Readers,PE,Children's Instructional Books
22796,Text,28/9/2007,"Impressions of America During the Years 1833, 1834 and 1835. Volume 1 (of 2)",en,"Power, Tyrone, 1797-1841",United States -- Description and travel; Canada -- Description and travel,E151,United States
22799,Text,29/9/2007,Peeps at Many Lands: Ancient Egypt,en,"Baikie, James, 1866-1931; Baikie, Constance N. [Illustrator]","Egypt -- History, Ancient; Egypt -- Social life and customs",DT,Egypt
22805,Text,29/9/2007,"Punch, or the London Charivari, Vol. 150, March 22, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22816,Text,30/9/2007,The Adventures of Buster Bear,en,"Burgess, Thornton W. (Thornton Waldo), 1874-1965; Cady, Harrison, 1877-1970 [Illustrator]",Animals -- Juvenile fiction; Bears -- Juvenile fiction,PZ,Children's Book Series
22818,Text,30/9/2007,An Alphabet of Celebrities,en,"Herford, Oliver, 1863-1935",Nonsense verses; Celebrities -- Poetry,PS,Children's Picture Books
22821,Text,1/10/2007,The Blot on the Kaiser's 'Scutcheon,en,"Hillis, Newell Dwight, 1858-1929","World War, 1914-1918 -- Sermons",D501,World War I
22822,Text,1/10/2007,The Superstitions of Witchcraft,en,"Williams, Howard, 1837-1931",Witchcraft,BF,Witchcraft
22829,Text,2/10/2007,No Animal Food; and Nutrition and Diet; with Vegetable Recipes,en,"Wheldon, Rupert H.",Vegetarian cooking; Diet; Vegetarianism,TX,Cookbooks and Cooking
22832,Text,2/10/2007,"The Cathedral Church of Canterbury [2nd ed.]
A Description of Its Fabric and a Brief History of the Archiepiscopal See",en,"Withers, Hartley, 1867-1950",Canterbury Cathedral,NA,Architecture; United Kingdom
22833,Text,2/10/2007,Alcyone,en,"Lampman, Archibald, 1861-1899",Canadian poetry,PS,Poetry
22849,Text,2/10/2007,"The History of Tasmania , Volume II",en,"West, John, 1809-1873",Tasmania -- History,DU,Australia
22866,Text,3/10/2007,An Ounce of Cure,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Medical fiction,PS,Science Fiction
22867,Text,3/10/2007,Meeting of the Board,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Satire; Industrial relations -- Fiction,PS,Science Fiction
22869,Text,3/10/2007,The Dark Door,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Psychological fiction,PS,Science Fiction
22871,Text,3/10/2007,Over the Rocky Mountains to Alaska,en,"Stoddard, Charles Warren, 1843-1909",West (U.S.) -- Description and travel; Alaska -- Description and travel,F850.5,United States
22873,Text,3/10/2007,"Punch, or the London Charivari, Vol. 150, April 5, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22874,Text,3/10/2007,"Frank Merriwell's Pursuit; Or, How to Win",en,"Standish, Burt L., 1866-1945",Adventure and adventurers -- Juvenile fiction,PZ,Children's Book Series
22875,Text,3/10/2007,Circus,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Authors -- Fiction; Extraterrestrial beings -- Fiction,PS,Science Fiction
22876,Text,3/10/2007,The Link,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Extraterrestrial beings -- Fiction,PS,Science Fiction
